date,near,next,vix
2018-01-02,2018-01-31,2018-02-02,8.762574939035675
2018-01-03,2018-02-02,2018-02-05,8.404800515927487
2018-01-04,2018-02-02,2018-02-05,8.493159773039643
2018-01-05,2018-02-02,2018-02-05,8.467251771247845
2018-01-08,2018-02-07,2018-02-09,8.596005046504619
2018-01-09,2018-02-07,2018-02-09,9.261248491913438
2018-01-10,2018-02-09,2018-02-12,9.197287959273142
2018-01-11,2018-02-09,2018-02-12,9.099657207148434
2018-01-12,2018-02-09,2018-02-12,9.29533906778034
2018-01-16,2018-02-14,2018-02-16,10.816683061615578
2018-01-17,2018-02-16,2018-02-20,10.634362840642682
2018-01-18,2018-02-16,2018-02-20,10.852616770200814
2018-01-19,2018-02-16,2018-02-20,10.125725075542222
2018-01-22,2018-02-21,2018-02-23,10.151551071627516
2018-01-23,2018-02-21,2018-02-23,10.254902724710414
2018-01-24,2018-02-23,2018-02-26,10.811592257046993
2018-01-25,2018-02-23,2018-02-26,10.75121748681024
2018-01-26,2018-02-23,2018-02-26,10.404862033405808
2018-01-29,2018-02-28,2018-03-02,12.592658534696108
2018-01-30,2018-02-28,2018-03-02,13.390455736010553
2018-01-31,2018-03-02,2018-03-05,12.749670342402164
2018-02-01,2018-03-02,2018-03-05,12.428309578543683
2018-02-02,2018-03-02,2018-03-05,15.41436711132934
2018-02-05,2018-03-07,2018-03-09,27.199922058279913
2018-02-06,2018-03-07,2018-03-09,23.537103893301943
2018-02-07,2018-03-09,2018-03-12,19.351153620078684
2018-02-08,2018-03-09,2018-03-12,27.015317527461868
2018-02-09,2018-03-09,2018-03-12,23.104324775369392
2018-02-12,2018-03-14,2018-03-16,19.636414341158424
2018-02-13,2018-03-14,2018-03-16,19.34529240260857
2018-02-14,2018-03-16,2018-03-19,16.594224866986167
2018-02-15,2018-03-16,2018-03-19,16.195303674953873
2018-02-16,2018-03-16,2018-03-19,16.033782998116106
2018-02-20,2018-03-21,2018-03-23,17.15151421676006
2018-02-21,2018-03-23,2018-03-26,17.06517751924134
2018-02-22,2018-03-23,2018-03-26,16.45450091702013
2018-02-23,2018-03-23,2018-03-26,13.886133414726759
2018-02-26,2018-03-28,2018-03-29,13.790565149865074
2018-02-27,2018-03-29,2018-04-02,16.06843067071719
2018-02-28,2018-03-29,2018-04-02,16.5713747040905
2018-03-01,2018-03-29,2018-04-02,17.97253988122794
2018-03-02,2018-03-29,2018-04-02,16.292118543815935
2018-03-05,2018-04-04,2018-04-06,15.577089759517676
2018-03-06,2018-04-04,2018-04-06,15.438989134138357
2018-03-07,2018-04-06,2018-04-09,15.194328265562444
2018-03-08,2018-04-06,2018-04-09,14.367732869995677
2018-03-09,2018-04-06,2018-04-09,12.442041537016243
2018-03-12,2018-04-11,2018-04-13,13.328103500816969
2018-03-13,2018-04-11,2018-04-13,13.985638161793165
2018-03-14,2018-04-13,2018-04-16,14.494342966278545
2018-03-15,2018-04-13,2018-04-16,13.628504640590098
2018-03-16,2018-04-13,2018-04-16,12.95412315872168
2018-03-19,2018-04-18,2018-04-20,15.831024957243384
2018-03-20,2018-04-18,2018-04-20,15.625148663550775
2018-03-21,2018-04-20,2018-04-23,15.42101091265966
2018-03-22,2018-04-20,2018-04-23,19.259313734094853
2018-03-23,2018-04-20,2018-04-23,20.921717654562688
2018-03-26,2018-04-25,2018-04-27,18.003204674730213
2018-03-27,2018-04-25,2018-04-27,19.835419696395817
2018-03-28,2018-04-27,2018-04-30,19.889535777409137
2018-03-29,2018-04-27,2018-04-30,17.74842427247991
2018-04-02,2018-05-02,2018-05-04,20.475150123801004
2018-04-03,2018-05-02,2018-05-04,19.037955260740535
2018-04-04,2018-05-04,2018-05-07,18.226277957711343
2018-04-05,2018-05-04,2018-05-07,17.018537457175704
2018-04-06,2018-05-04,2018-05-07,18.698596730036225
2018-04-09,2018-05-09,2018-05-11,19.376987039777966
2018-04-10,2018-05-09,2018-05-11,18.147025834656585
2018-04-11,2018-05-11,2018-05-14,18.080313718993587
2018-04-12,2018-05-11,2018-05-14,16.61861319367607
2018-04-13,2018-05-11,2018-05-14,15.468803972197554
2018-04-16,2018-05-16,2018-05-18,14.455147738875315
2018-04-17,2018-05-16,2018-05-18,13.594005628623995
2018-04-18,2018-05-18,2018-05-21,13.431866304403176
2018-04-19,2018-05-18,2018-05-21,14.05524976845324
2018-04-20,2018-05-18,2018-05-21,14.850877905855626
2018-04-23,2018-05-23,2018-05-25,14.774003056338694
2018-04-24,2018-05-23,2018-05-25,16.204658401399033
2018-04-25,2018-05-25,2018-05-29,16.3254161741791
2018-04-26,2018-05-25,2018-05-29,14.876238074332226
2018-04-27,2018-05-25,2018-05-29,13.816683547977027
2018-04-30,2018-05-30,2018-05-31,14.130501968466818
2018-05-01,2018-05-31,2018-06-01,13.808363072867738
2018-05-02,2018-06-01,2018-06-04,14.292402095180426
2018-05-03,2018-06-01,2018-06-04,14.561347745588174
2018-05-04,2018-06-01,2018-06-04,13.2480437425221
2018-05-07,2018-06-06,2018-06-08,13.375669958816719
2018-05-08,2018-06-06,2018-06-08,13.328569555581279
2018-05-09,2018-06-08,2018-06-11,12.373467813296967
2018-05-10,2018-06-08,2018-06-11,11.691645144540162
2018-05-11,2018-06-08,2018-06-11,11.244716649036311
2018-05-14,2018-06-13,2018-06-15,11.64736812720257
2018-05-15,2018-06-13,2018-06-15,12.783050208671975
2018-05-16,2018-06-15,2018-06-18,12.085815974953988
2018-05-17,2018-06-15,2018-06-18,11.892835461230078
2018-05-18,2018-06-15,2018-06-18,11.847846692986675
2018-05-21,2018-06-20,2018-06-22,11.698305314453183
2018-05-22,2018-06-20,2018-06-22,11.784192044619155
2018-05-23,2018-06-22,2018-06-25,11.235106586290883
2018-05-24,2018-06-22,2018-06-25,11.075665971357553
2018-05-25,2018-06-22,2018-06-25,11.341017608165
2018-05-29,2018-06-27,2018-06-29,14.4668051038639
2018-05-30,2018-06-29,2018-07-02,12.67585435821181
2018-05-31,2018-06-29,2018-07-02,13.10084757087577
2018-06-01,2018-06-29,2018-07-02,11.638947900841547
2018-06-04,2018-07-03,2018-07-06,11.128913509642558
2018-06-05,2018-07-03,2018-07-06,11.067256032978856
2018-06-06,2018-07-06,2018-07-09,10.281030566990893
2018-06-07,2018-07-06,2018-07-09,10.736599142214216
2018-06-08,2018-07-06,2018-07-09,10.507029480844505
2018-06-11,2018-07-11,2018-07-13,10.753752770246036
2018-06-12,2018-07-11,2018-07-13,10.615494049375929
2018-06-13,2018-07-13,2018-07-16,11.295801161903285
2018-06-14,2018-07-13,2018-07-16,10.58566421211605
2018-06-15,2018-07-13,2018-07-16,10.285331561056072
2018-06-18,2018-07-18,2018-07-20,10.80411110394257
2018-06-19,2018-07-18,2018-07-20,11.658947436673419
2018-06-20,2018-07-20,2018-07-23,11.289853614641464
2018-06-21,2018-07-20,2018-07-23,12.701934014977803
2018-06-22,2018-07-20,2018-07-23,12.087370612481791
2018-06-25,2018-07-25,2018-07-27,14.835803787789962
2018-06-26,2018-07-25,2018-07-27,14.078198071203573
2018-06-27,2018-07-27,2018-07-30,15.777436706189105
2018-06-28,2018-07-27,2018-07-30,14.592151969373976
2018-06-29,2018-07-27,2018-07-30,13.708828279944058
2018-07-02,2018-08-01,2018-08-03,13.308148947002312
2018-07-03,2018-08-01,2018-08-03,14.075432378014346
2018-07-05,2018-08-03,2018-08-06,12.998574196244927
2018-07-06,2018-08-03,2018-08-06,11.507877750223193
2018-07-09,2018-08-08,2018-08-10,10.909520344605037
2018-07-10,2018-08-08,2018-08-10,10.960270850524205
2018-07-11,2018-08-10,2018-08-13,11.816783105978159
2018-07-12,2018-08-10,2018-08-13,10.853063261692206
2018-07-13,2018-08-10,2018-08-13,10.540533576205421
2018-07-16,2018-08-15,2018-08-17,10.824296465986842
2018-07-17,2018-08-15,2018-08-17,10.393243407873918
2018-07-18,2018-08-17,2018-08-20,10.294690387314809
2018-07-19,2018-08-17,2018-08-20,10.979698665830396
2018-07-20,2018-08-17,2018-08-20,10.779217253302184
2018-07-23,2018-08-22,2018-08-24,10.902477018569718
2018-07-24,2018-08-22,2018-08-24,10.855542933537956
2018-07-25,2018-08-24,2018-08-27,10.528071085201104
2018-07-26,2018-08-24,2018-08-27,10.673805925426503
2018-07-27,2018-08-24,2018-08-27,11.096729157089902
2018-07-30,2018-08-29,2018-08-31,12.085673556752635
2018-07-31,2018-08-29,2018-08-31,11.2789474590522
2018-08-01,2018-08-31,2018-09-04,11.318330488207913
2018-08-02,2018-08-31,2018-09-04,10.655300331264744
2018-08-03,2018-08-31,2018-09-04,9.981339380574
2018-08-06,2018-09-05,2018-09-07,9.692702563728247
2018-08-07,2018-09-05,2018-09-07,9.599241171175056
2018-08-08,2018-09-07,2018-09-10,9.530905168419055
2018-08-09,2018-09-07,2018-09-10,9.881011254808096
2018-08-10,2018-09-07,2018-09-10,11.077930914660499
2018-08-13,2018-09-12,2018-09-14,12.323705906651563
2018-08-14,2018-09-12,2018-09-14,11.251767437437103
2018-08-15,2018-09-14,2018-09-17,12.691691096701978
2018-08-16,2018-09-14,2018-09-17,11.544494307094475
2018-08-17,2018-09-14,2018-09-17,10.75414833314893
2018-08-20,2018-09-19,2018-09-21,10.769375571867867
2018-08-21,2018-09-19,2018-09-21,10.893206127493604
2018-08-22,2018-09-21,2018-09-24,10.549379782567488
2018-08-23,2018-09-21,2018-09-24,10.773275665775605
2018-08-24,2018-09-21,2018-09-24,10.375240131431243
2018-08-27,2018-09-26,2018-09-28,10.425600642729757
2018-08-28,2018-09-26,2018-09-28,10.779469928273604
2018-08-29,2018-09-28,2018-10-01,10.652049141882197
2018-08-30,2018-09-28,2018-10-01,11.441451309589535
2018-08-31,2018-09-28,2018-10-01,10.894580587577275
2018-09-04,2018-10-03,2018-10-05,11.449941061597153
2018-09-05,2018-10-05,2018-10-08,11.774595953671378
2018-09-06,2018-10-05,2018-10-08,12.336131718014714
2018-09-07,2018-10-05,2018-10-08,12.315522483235226
2018-09-10,2018-10-10,2018-10-12,11.943839698867256
2018-09-11,2018-10-10,2018-10-12,11.287002049254157
2018-09-12,2018-10-12,2018-10-15,11.064612939564537
2018-09-13,2018-10-12,2018-10-15,10.35094332349776
2018-09-14,2018-10-12,2018-10-15,10.033665403907264
2018-09-17,2018-10-17,2018-10-19,11.355053891085252
2018-09-18,2018-10-17,2018-10-19,10.940646216599898
2018-09-19,2018-10-19,2018-10-22,10.270562039232786
2018-09-20,2018-10-19,2018-10-22,10.349579161693423
2018-09-21,2018-10-19,2018-10-22,10.147870219033303
2018-09-24,2018-10-22,2018-10-26,10.829981554022606
2018-09-25,2018-10-24,2018-10-26,11.071563695858272
2018-09-26,2018-10-26,2018-10-29,11.393773610985976
2018-09-27,2018-10-26,2018-10-29,10.818154013831021
2018-09-28,2018-10-26,2018-10-29,10.669095550530216
2018-10-01,2018-10-31,2018-11-02,10.491615980543587
2018-10-02,2018-10-31,2018-11-02,10.674029904916198
2018-10-03,2018-11-02,2018-11-05,10.61834596722237
2018-10-04,2018-11-02,2018-11-05,12.218724794824517
2018-10-05,2018-11-02,2018-11-05,13.090989472914805
2018-10-08,2018-11-07,2018-11-09,14.190525766724937
2018-10-09,2018-11-07,2018-11-09,14.333332664051083
2018-10-10,2018-11-09,2018-11-12,19.37845654876334
2018-10-11,2018-11-09,2018-11-12,21.87975120976899
2018-10-12,2018-11-09,2018-11-12,18.48739091544139
2018-10-15,2018-11-14,2018-11-16,18.37708905211519
2018-10-16,2018-11-14,2018-11-16,15.79225682768387
2018-10-17,2018-11-16,2018-11-19,15.542773389404758
2018-10-18,2018-11-16,2018-11-19,17.71849932198916
2018-10-19,2018-11-16,2018-11-19,17.385574097348762
2018-10-22,2018-11-21,2018-11-23,17.40297529688843
2018-10-23,2018-11-21,2018-11-23,18.486462736622276
2018-10-24,2018-11-23,2018-11-26,22.25126004772573
2018-10-25,2018-11-23,2018-11-26,20.008684928109187
2018-10-26,2018-11-23,2018-11-26,21.812399981268165
2018-10-29,2018-11-28,2018-11-30,21.771783998051497
2018-10-30,2018-11-28,2018-11-30,20.649454962513826
2018-10-31,2018-11-30,2018-12-03,19.185139900309395
2018-11-01,2018-11-30,2018-12-03,17.478880101106235
2018-11-02,2018-11-30,2018-12-03,17.879020154175063
2018-11-05,2018-12-05,2018-12-07,17.87659304878909
2018-11-06,2018-12-05,2018-12-07,17.90366013325479
2018-11-07,2018-12-07,2018-12-10,14.999887592881045
2018-11-08,2018-12-07,2018-12-10,15.095779427620231
2018-11-09,2018-12-07,2018-12-10,15.567858030417284
2018-11-12,2018-12-12,2018-12-14,18.42118632923276
2018-11-13,2018-12-12,2018-12-14,18.296057217024757
2018-11-14,2018-12-14,2018-12-17,19.16010639626907
2018-11-15,2018-12-14,2018-12-17,18.159574009436376
2018-11-16,2018-12-14,2018-12-17,16.865534052100937
2018-11-19,2018-12-18,2018-12-20,19.124132827753783
2018-11-20,2018-12-20,2018-12-21,20.64343561690358
2018-11-21,2018-12-21,2018-12-26,19.11225753923901
2018-11-23,2018-12-21,2018-12-24,19.704451921311815
2018-11-26,2018-12-26,2018-12-28,17.18960151898088
2018-11-27,2018-12-26,2018-12-28,17.471446050395155
2018-11-28,2018-12-28,2018-12-31,17.050089092021036
2018-11-29,2018-12-28,2018-12-31,17.5310164708446
2018-11-30,2018-12-28,2018-12-31,17.080022131958756
2018-12-03,2019-01-02,2019-01-04,14.877938044368314
2018-12-04,2019-01-02,2019-01-04,18.783918770075278
2018-12-05,2019-01-04,2019-01-07,19.060262474781652
2018-12-06,2019-01-04,2019-01-07,19.074279761661366
2018-12-07,2019-01-04,2019-01-07,21.00848697477028
2018-12-10,2019-01-09,2019-01-11,20.30132440560587
2018-12-11,2019-01-09,2019-01-11,19.885007496145978
2018-12-12,2019-01-11,2019-01-14,19.459137892317397
2018-12-13,2019-01-11,2019-01-14,18.556946765081257
2018-12-14,2019-01-11,2019-01-14,19.46665346886906
2018-12-17,2019-01-16,2019-01-18,21.90159249358742
2018-12-18,2019-01-16,2019-01-18,22.35752573895032
2018-12-19,2019-01-18,2019-01-22,21.73420078540974
2018-12-20,2019-01-18,2019-01-22,24.234629799941377
2018-12-21,2019-01-18,2019-01-22,25.466703512687406
2018-12-24,2019-01-23,2019-01-25,29.954215926467487
2018-12-26,2019-01-25,2019-01-28,26.041445720676514
2018-12-27,2019-01-25,2019-01-28,26.37983949386864
2018-12-28,2019-01-25,2019-01-28,24.89090103765092
2018-12-31,2019-01-30,2019-01-31,23.089787357490152
2019-01-02,2019-02-01,2019-02-04,21.08666001682886
2019-01-03,2019-02-01,2019-02-04,22.790789135535853
2019-01-04,2019-02-01,2019-02-04,19.48921185212234
2019-01-07,2019-02-06,2019-02-08,19.31190968062017
2019-01-08,2019-02-06,2019-02-08,18.575980605516847
2019-01-09,2019-02-08,2019-02-11,18.262767630186207
2019-01-10,2019-02-08,2019-02-11,17.7782353167317
2019-01-11,2019-02-08,2019-02-11,16.584196906126746
2019-01-14,2019-02-13,2019-02-15,16.966397366516247
2019-01-15,2019-02-13,2019-02-15,16.420640797109368
2019-01-16,2019-02-15,2019-02-19,16.44539984096812
2019-01-17,2019-02-15,2019-02-19,15.836793665885027
2019-01-18,2019-02-15,2019-02-19,15.517030762436072
2019-01-22,2019-02-20,2019-02-22,18.155871316079857
2019-01-23,2019-02-22,2019-02-25,17.715111360338827
2019-01-24,2019-02-22,2019-02-25,16.441080356640082
2019-01-25,2019-02-22,2019-02-25,15.609755544576235
2019-01-28,2019-02-27,2019-02-28,16.793009372639634
2019-01-29,2019-02-28,2019-03-01,17.33763912675867
2019-01-30,2019-03-01,2019-03-04,16.027705079900116
2019-01-31,2019-03-01,2019-03-04,14.912350585402034
2019-02-01,2019-03-01,2019-03-04,14.489801633955732
2019-02-04,2019-03-06,2019-03-08,14.049871206252314
2019-02-05,2019-03-06,2019-03-08,14.147449827244712
2019-02-06,2019-03-08,2019-03-11,14.1588738274064
2019-02-07,2019-03-08,2019-03-11,14.784942680386646
2019-02-08,2019-03-08,2019-03-11,14.150532765568776
2019-02-11,2019-03-13,2019-03-15,14.513727292841153
2019-02-12,2019-03-13,2019-03-15,13.937930140500878
2019-02-13,2019-03-15,2019-03-18,14.06850808948516
2019-02-14,2019-03-15,2019-03-18,14.508687284433524
2019-02-15,2019-03-15,2019-03-18,13.318167538773023
2019-02-19,2019-03-20,2019-03-22,13.655902658415053
2019-02-20,2019-03-22,2019-03-29,13.16948160985883
2019-02-21,2019-03-22,2019-03-29,13.416993736765587
2019-02-22,2019-03-22,2019-03-25,12.46441638720584
2019-02-25,2019-03-25,2019-03-29,13.17312846172222
2019-02-26,2019-03-27,2019-03-29,13.54032916426461
2019-02-27,2019-03-29,2019-04-05,13.505565188348696
2019-02-28,2019-03-29,2019-04-05,13.604909683582367
2019-03-04,2019-04-01,2019-04-05,13.163012626676442
2019-03-05,2019-04-03,2019-04-05,13.287430537274956
2019-03-06,2019-04-05,2019-04-12,14.308090142437576
2019-03-07,2019-04-05,2019-04-12,15.341359249909681
2019-03-08,2019-04-05,2019-04-08,14.68636804010445
2019-03-11,2019-04-08,2019-04-12,13.091957230635481
2019-03-12,2019-04-10,2019-04-12,12.60652995271668
2019-03-13,2019-04-12,2019-04-18,12.42069185719231
2019-03-14,2019-04-12,2019-04-18,12.322220337465007
2019-03-15,2019-04-12,2019-04-15,11.717812078800586
2019-03-18,2019-04-15,2019-04-18,12.118240814878192
2019-03-19,2019-04-18,2019-04-26,12.557295976994803
2019-03-20,2019-04-18,2019-04-26,12.781545113736753
2019-03-21,2019-04-18,2019-04-26,12.774189652532586
2019-03-22,2019-04-18,2019-04-22,15.559419589635631
2019-03-25,2019-04-22,2019-04-26,15.326501846713292
2019-03-26,2019-04-24,2019-04-26,13.876039875927788
2019-03-27,2019-04-26,2019-04-30,14.456538672453997
2019-03-28,2019-04-26,2019-04-30,13.627107319977991
2019-03-29,2019-04-26,2019-04-29,12.548496795340402
2019-04-01,2019-04-30,2019-05-03,12.251368189586236
2019-04-02,2019-05-01,2019-05-03,12.127616004859412
2019-04-03,2019-05-03,2019-05-10,12.661491150398497
2019-04-04,2019-05-02,2019-05-09,12.657194942653904
2019-04-05,2019-05-05,2019-05-09,11.611174352644447
2019-04-08,2019-05-05,2019-05-09,12.1899889662563
2019-04-09,2019-05-09,2019-05-16,13.258120683241337
2019-04-10,2019-05-09,2019-05-16,12.493836722732125
2019-04-11,2019-05-09,2019-05-16,12.262364522020645
2019-04-12,2019-05-12,2019-05-16,11.175235338263036
2019-04-15,2019-05-12,2019-05-16,11.511696684645921
2019-04-16,2019-05-16,2019-05-17,11.488234231844132
2019-04-18,2019-05-17,2019-05-20,11.249261683858041
2019-04-22,2019-05-20,2019-05-24,11.479062396689157
2019-04-23,2019-05-22,2019-05-24,11.36406684631747
2019-04-24,2019-05-24,2019-05-31,12.117193458747712
2019-04-25,2019-05-24,2019-05-31,12.165681462968074
2019-04-26,2019-05-24,2019-05-28,11.5100456122439
2019-04-29,2019-05-28,2019-05-31,11.706098209974169
2019-04-30,2019-05-29,2019-05-31,11.826068416115888
2019-05-01,2019-05-31,2019-06-07,13.19776576150029
2019-05-02,2019-05-31,2019-06-07,13.3029546791887
2019-05-03,2019-05-31,2019-06-03,11.869246369214528
2019-05-06,2019-06-03,2019-06-07,13.856474568990304
2019-05-07,2019-06-05,2019-06-07,18.30726541195928
2019-05-08,2019-06-07,2019-06-14,18.13740484693011
2019-05-09,2019-06-07,2019-06-14,17.734917411768834
2019-05-10,2019-06-07,2019-06-10,14.942429081505749
2019-05-13,2019-06-10,2019-06-14,18.387401617826356
2019-05-14,2019-06-12,2019-06-14,16.94213826484093
2019-05-15,2019-06-14,2019-06-21,15.529159124113608
2019-05-16,2019-06-14,2019-06-21,14.45467949315708
2019-05-17,2019-06-14,2019-06-17,14.85767757607069
2019-05-20,2019-06-17,2019-06-21,15.324598146068144
2019-05-21,2019-06-19,2019-06-21,14.169219147752415
2019-05-22,2019-06-21,2019-06-28,13.996721654831386
2019-05-23,2019-06-21,2019-06-28,15.846253852127191
2019-05-28,2019-06-26,2019-06-28,16.519060476669694
2019-05-29,2019-06-28,2019-07-03,16.947813875811146
2019-05-30,2019-06-28,2019-07-03,16.637347577883375
2019-05-31,2019-06-28,2019-07-01,17.944535845131
2019-06-03,2019-07-03,2019-07-05,18.283400812897863
2019-06-04,2019-07-03,2019-07-05,16.355465284570055
2019-06-05,2019-07-05,2019-07-08,15.435304421207451
2019-06-06,2019-07-05,2019-07-08,15.054705650201452
2019-06-10,2019-07-10,2019-07-12,15.014884731354458
2019-06-11,2019-07-10,2019-07-12,15.214984705769147
2019-06-12,2019-07-12,2019-07-15,15.162403890055007
2019-06-13,2019-07-12,2019-07-15,15.019014873774324
2019-06-14,2019-07-12,2019-07-15,14.510126057461559
2019-06-17,2019-07-17,2019-07-19,14.668431323290951
2019-06-18,2019-07-17,2019-07-19,14.464288951540889
2019-06-19,2019-07-19,2019-07-22,13.574918117933358
2019-06-20,2019-07-19,2019-07-22,13.759783912280621
2019-06-21,2019-07-19,2019-07-22,14.217992887343256
2019-06-24,2019-07-24,2019-07-26,14.363380822904526
2019-06-25,2019-07-24,2019-07-26,15.282164622419986
2019-06-26,2019-07-26,2019-07-29,15.283242325790964
2019-06-27,2019-07-26,2019-07-29,14.731025243218598
2019-06-28,2019-07-26,2019-07-29,14.384759024679722
2019-07-01,2019-07-31,2019-08-02,13.144325300570728
